City_Name,State_ID,CrimesOccurred,normalized_crimes
Leander,TX,None,0
Parkersburg,WV,None,0
Waltham,MA,None,0
Port Charlotte,FL,None,0
Palm Harbor,FL,None,0
San Luis Obispo,CA,None,0
Sebring,FL,None,0
Council Bluffs,IA,None,0
Hamilton,OH,None,0
Moore,OK,None,0
Pico Rivera,CA,None,0
Casa Grande,AZ,None,0
Monessen,PA,None,0
Montebello,CA,None,0
Rome,GA,None,0
The Hammocks,FL,None,0
Millcreek,UT,None,0
Sanford,FL,None,0
National City,CA,None,0
Mayaguez,PR,None,0
Burnsville,MN,None,0
Coconut Creek,FL,None,0
Morristown,TN,None,0
Reston,VA,None,0
Lakewood,WA,None,0
Spring,TX,None,0
Gadsden,AL,None,0
Taylor,MI,None,0
Novi,MI,None,0
Marietta,GA,None,0
Hot Springs,AR,None,0
Woodland,CA,None,0
Fountainebleau,FL,None,0
La Habra,CA,None,0
Malden,MA,None,0
South Whittier,CA,None,0
Commerce City,CO,None,0
South Hill,WA,None,0
Bristol,CT,None,0
Columbus,IN,None,0
West Allis,WI,None,0
Taylorsville,UT,None,0
Bangor,ME,None,0
Monterey Park,CA,None,0
Greenwood,IN,None,0
Bartlett,TN,None,0
Bradenton,FL,None,0
Pontiac,MI,None,0
Staunton,VA,None,0
Meriden,CT,None,0
Gardena,CA,None,0
Apex,NC,None,0
Royal Oak,MI,None,0
Cupertino,CA,None,0
La Mesa,CA,None,0
Benton Harbor,MI,None,0
St. Clair Shores,MI,None,0
Des Plaines,IL,None,0
Lewiston,ME,None,0
Margate,FL,None,0
Midland,MI,None,0
Carson City,NV,None,0
Bowie,MD,None,0
Middletown,NY,None,0
Caldwell,ID,None,0
San Rafael,CA,None,0
Richland,WA,None,0
St. Peters,MO,None,0
Wesley Chapel,FL,None,0
Hendersonville,TN,None,0
White Plains,NY,None,0
Huntersville,NC,None,0
Santee,CA,None,0
Jefferson City,MO,None,0
Beckley,WV,None,0
Arcadia,CA,None,0
Titusville,FL,None,0
Cartersville,GA,None,0
Walla Walla,WA,None,0
Orland Park,IL,None,0
Towson,MD,None,0
Weymouth,MA,None,0
Parker,CO,None,0
Palm Beach Gardens,FL,None,0
Bozeman,MT,None,0
East Stroudsburg,PA,None,0
Huntington Park,CA,None,0
Taunton,MA,None,0
Midwest City,OK,None,0
Medford,MA,None,0
Goldsboro,NC,None,0
Euless,TX,None,0
Manhattan,KS,None,0
Shoreline,WA,None,0
Lake Havasu City,AZ,None,0
Smyrna,GA,None,0
Cape Girardeau,MO,None,0
Tamiami,FL,None,0
Kendale Lakes,FL,None,0
Grants Pass,OR,None,0
Blue Springs,MO,None,0
Southaven,MS,None,0
Tinley Park,IL,None,0
Diamond Bar,CA,None,0
Pittsfield,MA,None,0
Eagle Pass,TX,None,0
New Brunswick,NJ,None,0
Lenexa,KS,None,0
Hazleton,PA,None,0
Twin Falls,ID,None,0
Brookhaven,GA,None,0
Novato,CA,None,0
Tigard,OR,None,0
Highland,CA,None,0
Fountain Valley,CA,None,0
Dearborn Heights,MI,None,0
Grapevine,TX,None,0
Fond du Lac,WI,None,0
Hacienda Heights,CA,None,0
Ithaca,NY,None,0
Apple Valley,MN,None,0
Chicopee,MA,None,0
Oak Lawn,IL,None,0
Cathedral City,CA,None,0
Delano,CA,None,0
Bentonville,AR,None,0
Stonecrest,GA,None,0
Kettering,OH,None,0
Colton,CA,None,0
Kingston,NY,None,0
West Haven,CT,None,0
St. Cloud,FL,None,0
Normal,IL,None,0
Berwyn,IL,None,0
Milford,CT,None,0
Aloha,OR,None,0
Arroyo Grande,CA,None,0
Minnetonka,MN,None,0
Rosemead,CA,None,0
Paramount,CA,None,0
Yucaipa,CA,None,0
Brunswick,GA,None,0
Williamsport,PA,None,0
Elyria,OH,None,0
Leesburg,VA,None,0
Mount Prospect,IL,None,0
Pinellas Park,FL,None,0
Bellevue,NE,None,0
West Sacramento,CA,None,0
Apopka,FL,None,0
Lewiston,ID,None,0
Grand Island,NE,None,0
Palm Desert,CA,None,0
Milford city ,CT,None,0
Watertown,NY,None,0
Little Elm,TX,None,0
Chambersburg,PA,None,0
Revere,MA,None,0
Peabody,MA,None,0
Wylie,TX,None,0
Beaufort,SC,None,0
Aspen Hill,MD,None,0
DeSoto,TX,None,0
Helena,MT,None,0
Edina,MN,None,0
Wheaton,IL,None,0
West New York,NJ,None,0
Hoboken,NJ,None,0
Lacey,WA,None,0
Summerville,SC,None,0
Oak Park,IL,None,0
Maricopa,AZ,None,0
Lompoc,CA,None,0
Kentwood,MI,None,0
Levittown,PA,None,0
Sierra Vista,AZ,None,0
Levittown,NY,None,0
Madison,AL,None,0
Smyrna,TN,None,0
Glendora,CA,None,0
Burien,WA,None,0
Perth Amboy,NJ,None,0
Herriman,UT,None,0
Farmington,NM,None,0
New Bern,NC,None,0
Placentia,CA,None,0
Hinesville,GA,None,0
Beaumont,CA,None,0
Collierville,TN,None,0
West Lafayette,IN,None,0
Florissant,MO,None,0
Hoffman Estates,IL,None,0
Queen Creek,AZ,None,0
Aliso Viejo,CA,None,0
Kannapolis,NC,None,0
Methuen Town,MA,None,0
Sahuarita,AZ,None,0
Traverse City,MI,None,0
Severn,MD,None,0
Catalina Foothills,AZ,None,0
Galveston,TX,None,0
Country Club,FL,None,0
Cookeville,TN,None,0
Mishawaka,IN,None,0
Rowland Heights,CA,None,0
Plainfield,NJ,None,0
Bullhead City,AZ,None,0
Stillwater,OK,None,0
Forney,TX,None,0
Wheaton,MD,None,0
Azusa,CA,None,0
North Bethesda,MD,None,0
Cerritos,CA,None,0
Ashburn,VA,None,0
Bloomsburg,PA,None,0
Morehead City,NC,None,0
Coral Gables,FL,None,0
Enid,OK,None,0
Lakewood,OH,None,0
Oroville,CA,None,0
Wilson,NC,None,0
Lawrence,IN,None,0
Portage,MI,None,0
Minot,ND,None,0
Dunwoody,GA,None,0
Poway,CA,None,0
San Jacinto,CA,None,0
Troy,NY,None,0
Newark,CA,None,0
Cuyahoga Falls,OH,None,0
Downers Grove,IL,None,0
Bedford,TX,None,0
Reedley,CA,None,0
Dublin,OH,None,0
Marana,AZ,None,0
Cypress,CA,None,0
Hollister,CA,None,0
Murray,UT,None,0
Roswell,NM,None,0
Pascagoula,MS,None,0
Tuckahoe,VA,None,0
Ceres,CA,None,0
St. Louis Park,MN,None,0
Rio Grande City,TX,None,0
Draper,UT,None,0
Palm Springs,CA,None,0
Paducah,KY,None,0
Findlay,OH,None,0
University,FL,None,0
Bel Air South,MD,None,0
Antelope,CA,None,0
Kyle,TX,None,0
Monroe,MI,None,0
Lincoln,CA,None,0
Ocoee,FL,None,0
Burleson,TX,None,0
La Mirada,CA,None,0
Farmers Branch,TX,None,0
East Lansing,MI,None,0
Uniontown,PA,None,0
Jeffersonville,IN,None,0
Winder,GA,None,0
Wauwatosa,WI,None,0
Littleton,CO,None,0
Cumberland,MD,None,0
Cedar Hill,TX,None,0
Carrollton,GA,None,0
Rancho Santa Margarita,CA,None,0
Beavercreek,OH,None,0
Niagara Falls,NY,None,0
McLean,VA,None,0
North Highlands,CA,None,0
East Providence,RI,None,0
Florin,CA,None,0
East Honolulu,HI,None,0
Chesterfield,MO,None,0
Covina,CA,None,0
Bothell,WA,None,0
Glenview,IL,None,0
Mentor,OH,None,0
Keller,TX,None,0
Danville,IL,None,0
Spring Hill,TN,None,0
Roseville,MI,None,0
Elmhurst,IL,None,0
New Philadelphia,OH,None,0
Sandusky,OH,None,0
El Dorado Hills,CA,None,0
Salina,KS,None,0
Euclid,OH,None,0
Kingman,AZ,None,0
Everett,MA,None,0
Farmington,MO,None,0
Weatherford,TX,None,0
Middletown,CT,None,0
Roseburg,OR,None,0
Biloxi,MS,None,0
Leavenworth,KS,None,0
Fort Pierce,FL,None,0
Winter Garden,FL,None,0
Oro Valley,AZ,None,0
Morgan Hill,CA,None,0
Potomac,MD,None,0
Pinehurst,NC,None,0
Danville,VA,None,0
Rockwall,TX,None,0
Coachella,CA,None,0
Wake Forest,NC,None,0
Pearl City,HI,None,0
Tupelo,MS,None,0
Attleboro,MA,None,0
Pine Bluff,AR,None,0
Oakland Park,FL,None,0
Marion,OH,None,0
Hilo,HI,None,0
Lufkin,TX,None,0
Altadena,CA,None,0
Manitowoc,WI,None,0
Lake Ridge,VA,None,0
Selma,CA,None,0
Strongsville,OH,None,0
Danville,CA,None,0
Quincy,IL,None,0
Lancaster,OH,None,0
Riverton,UT,None,0
The Colony,TX,None,0
Urbandale,IA,None,0
Plainfield,IL,None,0
Lombard,IL,None,0
Prescott,AZ,None,0
North Lauderdale,FL,None,0
Eureka,CA,None,0
Hackensack,NJ,None,0
Sayreville,NJ,None,0
Altamonte Springs,FL,None,0
Del Rio,TX,None,0
Cleveland Heights,OH,None,0
Bountiful,UT,None,0
Desert Hot Springs,CA,None,0
Peachtree Corners,GA,None,0
Haltom City,TX,None,0
Ormond Beach,FL,None,0
Cutler Bay,FL,None,0
Trujillo Alto,PR,None,0
Adrian,MI,None,0
Goose Creek,SC,None,0
Moorhead,MN,None,0
Westfield,IN,None,0
Concord,NH,None,0
Annandale,VA,None,0
Rohnert Park,CA,None,0
Brea,CA,None,0
Klamath Falls,OR,None,0
Salem,MA,None,0
Channelview,TX,None,0
North Miami Beach,FL,None,0
Whitney,NV,None,0
Freeport,NY,None,0
Centralia,WA,None,0
Gallatin,TN,None,0
Stevens Point,WI,None,0
San Bruno,CA,None,0
Burke,VA,None,0
Brentwood,TN,None,0
North Fort Myers,FL,None,0
Hicksville,NY,None,0
West Babylon,NY,None,0
Edmonds,WA,None,0
Apache Junction,AZ,None,0
Fairfield,OH,None,0
Oakley,CA,None,0
Hutchinson,KS,None,0
Greenwood,SC,None,0
Richmond,IN,None,0
Linden,NJ,None,0
Puyallup,WA,None,0
Huntsville,TX,None,0
Urbana,IL,None,0
Beverly,MA,None,0
Clovis,NM,None,0
Statesboro,GA,None,0
Hobbs,NM,None,0
McMinnville,OR,None,0
Schertz,TX,None,0
Bell Gardens,CA,None,0
Oviedo,FL,None,0
Odenton,MD,None,0
Grove City,OH,None,0
Campbell,CA,None,0
Wentzville,MO,None,0
Woonsocket,RI,None,0
La Quinta,CA,None,0
Weslaco,TX,None,0
Zanesville,OH,None,0
Newnan,GA,None,0
Shakopee,MN,None,0
Brighton,CO,None,0
Catonsville,MD,None,0
Rancho Palos Verdes,CA,None,0
Mableton,GA,None,0
Coppell,TX,None,0
Linton Hall,VA,None,0
Moline,IL,None,0
Delaware,OH,None,0
Westfield,MA,None,0
Shelton,CT,None,0
Greenacres,FL,None,0
Westerville,OH,None,0
Manassas,VA,None,0
Kearny,NJ,None,0
Los Banos,CA,None,0
Richmond,KY,None,0
Spanish Fork,UT,None,0
Belleville,IL,None,0
Maplewood,MN,None,0
Wilkes-Barre,PA,None,0
Pottsville,PA,None,0
Columbia,TN,None,0
Bartlett,IL,None,0
Bluefield,WV,None,0
Fitchburg,MA,None,0
Marion,IN,None,0
Cedar Falls,IA,None,0
Buffalo Grove,IL,None,0
Jamestown,NY,None,0
Woodlawn,MD,None,0
Clarksburg,WV,None,0
Royal Palm Beach,FL,None,0
Marion,IA,None,0
Covington,KY,None,0
Coram,NY,None,0
Friendswood,TX,None,0
Indian Trail,NC,None,0
Woburn,MA,None,0
The Acreage,FL,None,0
Holyoke,MA,None,0
Montclair,CA,None,0
South Valley,NM,None,0
Torrington,CT,None,0
Cedar City,UT,None,0
San Gabriel,CA,None,0
Hallandale Beach,FL,None,0
Crystal Lake,IL,None,0
Calexico,CA,None,0
Lake Oswego,OR,None,0
Amherst,MA,None,0
Muskogee,OK,None,0
Romeoville,IL,None,0
Plant City,FL,None,0
Keizer,OR,None,0
New Berlin,WI,None,0
Chelsea,MA,None,0
La Puente,CA,None,0
Roy,UT,None,0
Security-Widefield,CO,None,0
Marlborough,MA,None,0
Milton,GA,None,0
Issaquah,WA,None,0
Waipahu,HI,None,0
Essex,MD,None,0
Bartlesville,OK,None,0
Lancaster,TX,None,0
Streamwood,IL,None,0
Germantown,TN,None,0
Annapolis,MD,None,0
Carol Stream,IL,None,0
Asheboro,NC,None,0
Culver City,CA,None,0
Kalispell,MT,None,0
Arecibo,PR,None,0
Lynnwood,WA,None,0
Mooresville,NC,None,0
Brookfield,WI,None,0
Crestview,FL,None,0
Horizon West,FL,None,0
Clinton,MD,None,0
Moses Lake,WA,None,0
New Castle,PA,None,0
Olive Branch,MS,None,0
Enterprise,AL,None,0
Sun City,AZ,None,0
Frankfort,KY,None,0
Northglenn,CO,None,0
Warren,OH,None,0
Duncanville,TX,None,0
Hurst,TX,None,0
Clermont,FL,None,0
Wheeling,IL,None,0
Fort Lee,NJ,None,0
Pacifica,CA,None,0
Lake Worth,FL,None,0
Lebanon,TN,None,0
Kendall West,FL,None,0
Land O' Lakes,FL,None,0
Eagle Mountain,UT,None,0
Reynoldsburg,OH,None,0
Oxford,MS,None,0
Rosenberg,TX,None,0
Martinez,CA,None,0
Pleasant Grove,UT,None,0
La Presa,CA,None,0
Severna Park,MD,None,0
Huber Heights,OH,None,0
Stanton,CA,None,0
East Meadow,NY,None,0
Menomonee Falls,WI,None,0
Granbury,TX,None,0
Waxahachie,TX,None,0
Valrico,FL,None,0
Mission Bend,TX,None,0
Holly Springs,NC,None,0
Butler,PA,None,0
Albertville,AL,None,0
London,KY,None,0
Egypt Lake-Leto,FL,None,0
Cottage Grove,MN,None,0
Kailua,HI,None,0
St. Marys,GA,None,0
Mechanicsville,VA,None,0
Richmond West,FL,None,0
Cleburne,TX,None,0
Valley Stream,NY,None,0
Hanover Park,IL,None,0
Oswego,NY,None,0
Navarre,FL,None,0
Oregon City,OR,None,0
Winter Springs,FL,None,0
Parkland,WA,None,0
Pahrump,NV,None,0
Carpentersville,IL,None,0
Wildomar,CA,None,0
Greenfield,WI,None,0
Braintree,MA,None,0
Rock Island,IL,None,0
South Miami Heights,FL,None,0
Evans,GA,None,0
West Fargo,ND,None,0
Mount Juliet,TN,None,0
San Juan,TX,None,0
Oakton,VA,None,0
Georgetown,KY,None,0
Portage,IN,None,0
Aventura,FL,None,0
Owasso,OK,None,0
Commack,NY,None,0
Park Ridge,IL,None,0
Foley,AL,None,0
New Albany,IN,None,0
Benton,AR,None,0
Meridian,MS,None,0
Bettendorf,IA,None,0
Dunedin,FL,None,0
Hilliard,OH,None,0
Merritt Island,FL,None,0
Phenix City,AL,None,0
Addison,IL,None,0
West Hollywood,CA,None,0
Roseville,MN,None,0
Oakville,MO,None,0
Tucker,GA,None,0
Moorpark,CA,None,0
Richfield,MN,None,0
Monrovia,CA,None,0
Kearns,UT,None,0
Oak Creek,WI,None,0
Lincoln Park,MI,None,0
Claremont,CA,None,0
Oswego,IL,None,0
Post Falls,ID,None,0
Peachtree City,GA,None,0
Lauderdale Lakes,FL,None,0
French Valley,CA,None,0
Portsmouth,OH,None,0
Shawnee,OK,None,0
Gillette,WY,None,0
Tooele,UT,None,0
Prattville,AL,None,0
Woodburn,OR,None,0
Watertown Town,MA,None,0
Calumet City,IL,None,0
San Juan Capistrano,CA,None,0
Foothill Farms,CA,None,0
Elmont,NY,None,0
Franklin,WI,None,0
Temple City,CA,None,0
Cooper City,FL,None,0
El Mirage,AZ,None,0
Meadow Woods,FL,None,0
LaGrange,GA,None,0
La Vergne,TN,None,0
Middletown,DE,None,0
Mount Pleasant,MI,None,0
Carrollwood,FL,None,0
Junction City,KS,None,0
Inver Grove Heights,MN,None,0
Chillum,MD,None,0
Monroe,NC,None,0
Randallstown,MD,None,0
Bell,CA,None,0
Gahanna,OH,None,0
Sanford,NC,None,0
Riviera Beach,FL,None,0
Wildwood,MO,None,0
Upper Arlington,OH,None,0
Auburn,CA,None,0
Plainfield,IN,None,0
Westmont,CA,None,0
Oak Harbor,WA,None,0
Olney,MD,None,0
Manhattan Beach,CA,None,0
New City,NY,None,0
Owings Mills,MD,None,0
La Porte,TX,None,0
Englewood,CO,None,0
Brunswick,OH,None,0
East Point,GA,None,0
DeLand,FL,None,0
Martinez,GA,None,0
Pleasant Hill,CA,None,0
Orangevale,CA,None,0
Merrillville,IN,None,0
Stow,OH,None,0
Buenaventura Lakes,FL,None,0
San Luis,AZ,None,0
Oildale,CA,None,0
Calhoun,GA,None,0
Leawood,KS,None,0
Menlo Park,CA,None,0
Sun Prairie,WI,None,0
Dakota Ridge,CO,None,0
Arcata,CA,None,0
Lockport,NY,None,0
Pullman,WA,None,0
Boardman,OH,None,0
Nacogdoches,TX,None,0
Kearney,NE,None,0
Vestavia Hills,AL,None,0
North Ridgeville,OH,None,0
Socorro,TX,None,0
Randolph,MA,None,0
Norristown,PA,None,0
Montgomery Village,MD,None,0
Redmond,OR,None,0
Firestone,CO,None,0
Goshen,IN,None,0
Butte,MT,None,0
Russellville,AR,None,0
Grass Valley,CA,None,0
Parkland,FL,None,0
University City,MO,None,0
Midvale,UT,None,0
Golden Glades,FL,None,0
Franklin,MA,None,0
Kennesaw,GA,None,0
Adelanto,CA,None,0
Ken Caryl,CO,None,0
Carlsbad,NM,None,0
University Place,WA,None,0
Chester,PA,None,0
Douglasville,GA,None,0
Salisbury,NC,None,0
Laramie,WY,None,0
Lake Stevens,WA,None,0
Foster City,CA,None,0
Valparaiso,IN,None,0
Fairborn,OH,None,0
Estero,FL,None,0
Mason,OH,None,0
Cottonwood Heights,UT,None,0
Kaneohe,HI,None,0
Sonoma,CA,None,0
Beverly Hills,CA,None,0
Galesburg,IL,None,0
Warsaw,IN,None,0
San Dimas,CA,None,0
Glendale Heights,IL,None,0
Dana Point,CA,None,0
Midlothian,TX,None,0
Newark,DE,None,0
Alamogordo,NM,None,0
Alabaster,AL,None,0
Pikesville,MD,None,0
Fair Oaks,VA,None,0
Deer Park,TX,None,0
Long Beach,NY,None,0
Woodridge,IL,None,0
Bridgeton,NJ,None,0
Greer,SC,None,0
Springville,UT,None,0
Saratoga Springs,UT,None,0
Copperas Cove,TX,None,0
American Fork,UT,None,0
Franklin,NJ,None,0
Andover,MN,None,0
Matthews,NC,None,0
Woodstock,GA,None,0
Florence,KY,None,0
Northbrook,IL,None,0
West Little River,FL,None,0
Fair Lawn,NJ,None,0
St. Charles,IL,None,0
Huntington Station,NY,None,0
Fairmont,WV,None,0
Ridgecrest,CA,None,0
Massillon,OH,None,0
Spanaway,WA,None,0
Starkville,MS,None,0
Harker Heights,TX,None,0
Elk Grove Village,IL,None,0
Kaysville,UT,None,0
Lawndale,CA,None,0
Southlake,TX,None,0
Ferry Pass,FL,None,0
Savage,MN,None,0
Des Moines,WA,None,0
Bethel Park,PA,None,0
Princeton,FL,None,0
Dania Beach,FL,None,0
Spring Valley,NY,None,0
Bowling Green,OH,None,0
Springfield,VA,None,0
East Lake,FL,None,0
College Park,MD,None,0
Coos Bay,OR,None,0
Smithfield,NC,None,0
Rome,NY,None,0
Clearfield,UT,None,0
Liberty,MO,None,0
Eastpointe,MI,None,0
Franklin Square,NY,None,0
Pekin,IL,None,0
Westlake,OH,None,0
Uniondale,NY,None,0
Chillicothe,OH,None,0
La Verne,CA,None,0
Juneau,AK,None,0
Prairieville,LA,None,0
Placerville,CA,None,0
Bel Air North,MD,None,0
Redan,GA,None,0
Martinsville,VA,None,0
Pueblo West,CO,None,0
Garfield,NJ,None,0
Fallbrook,CA,None,0
Spring Valley,CA,None,0
Hopkinsville,KY,None,0
Rochester,NH,None,0
South Riding,VA,None,0
Centereach,NY,None,0
Milledgeville,GA,None,0
Syracuse,UT,None,0
Parkville,MD,None,0
Sherwood,AR,None,0
Garner,NC,None,0
Key West,FL,None,0
Miami Lakes,FL,None,0
Petersburg,VA,None,0
North Olmsted,OH,None,0
Kahului,HI,None,0
Wheat Ridge,CO,None,0
Fruit Cove,FL,None,0
Cibolo,TX,None,0
Alliance,OH,None,0
Banning,CA,None,0
Laguna Hills,CA,None,0
Central Islip,NY,None,0
Athens,AL,None,0
Princeton,NJ,None,0
Orcutt,CA,None,0
Naugatuck,CT,None,0
Eldersburg,MD,None,0
Columbus,MS,None,0
Mundelein,IL,None,0
Fair Oaks,CA,None,0
San Pablo,CA,None,0
Rexburg,ID,None,0
Nogales,AZ,None,0
Nicholasville,KY,None,0
Goleta,CA,None,0
Opelika,AL,None,0
Algonquin,IL,None,0
Marrero,LA,None,0
Burlingame,CA,None,0
Aiken,SC,None,0
Lawrenceville,GA,None,0
Winter Park,FL,None,0
Lake Magdalene,FL,None,0
Fitchburg,WI,None,0
Granger,IN,None,0
Wooster,OH,None,0
Fountain,CO,None,0
Brooklyn Center,MN,None,0
Kerrville,TX,None,0
Barstow,CA,None,0
Oceanside,NY,None,0
Canton,GA,None,0
Auburn,NY,None,0
Crown Point,IN,None,0
Windsor,CO,None,0
Lakeside,FL,None,0
Gloucester,MA,None,0
Gurnee,IL,None,0
Orangeburg,SC,None,0
Holladay,UT,None,0
Fuquay-Varina,NC,None,0
Chamblee,GA,None,0
Carney,MD,None,0
Peru,IL,None,0
Sterling,VA,None,0
Cornelius,NC,None,0
North Tonawanda,NY,None,0
Long Branch,NJ,None,0
Santa Paula,CA,None,0
Los Gatos,CA,None,0
South Lake Tahoe,CA,None,0
San Carlos,CA,None,0
Clinton,IA,None,0
Saratoga,CA,None,0
Los Altos,CA,None,0
Ballwin,MO,None,0
Atascadero,CA,None,0
North Royalton,OH,None,0
Somerset,KY,None,0
Seguin,TX,None,0
Fortuna Foothills,AZ,None,0
Milford Mill,MD,None,0
Pasadena,MD,None,0
Stockbridge,GA,None,0
East Liverpool,OH,None,0
Rahway,NJ,None,0
Madison Heights,MI,None,0
Williston,ND,None,0
Bay Shore,NY,None,0
Eagle,ID,None,0
Westchester,FL,None,0
Maryville,TN,None,0
Walnut,CA,None,0
Suisun City,CA,None,0
Garden City,KS,None,0
Texarkana,AR,None,0
Kent,OH,None,0
West Falls Church,VA,None,0
North Chicago,IL,None,0
Greenville,MS,None,0
Duluth,GA,None,0
Aberdeen,WA,None,0
Winona,MN,None,0
O'Fallon,IL,None,0
Drexel Heights,AZ,None,0
Ukiah,CA,None,0
Atwater,CA,None,0
Golden Gate,FL,None,0
Sanford,ME,None,0
Highland Park,IL,None,0
Westfield,NJ,None,0
Hermiston,OR,None,0
Oak Park,MI,None,0
Central,LA,None,0
East Lake-Orient Park,FL,None,0
Chicago Heights,IL,None,0
East Palo Alto,CA,None,0
Newberg,OR,None,0
Lewes,DE,None,0
North Attleborough,MA,None,0
Washington,UT,None,0
Port Chester,NY,None,0
Oak Ridge,TN,None,0
Crofton,MD,None,0
Athens,OH,None,0
Laplace,LA,None,0
SeaTac,WA,None,0
Raytown,MO,None,0
Paragould,AR,None,0
Graham,WA,None,0
Southgate,MI,None,0
Harrison,NY,None,0
Niles,IL,None,0
Fernandina Beach,FL,None,0
Big Spring,TX,None,0
Bella Vista,AR,None,0
Milton,PA,None,0
Morrisville,NC,None,0
Greenville,TX,None,0
Casselberry,FL,None,0
Plattsburgh,NY,None,0
Wasco,CA,None,0
South Laurel,MD,None,0
Fleming Island,FL,None,0
Belle Glade,FL,None,0
Lake in the Hills,IL,None,0
Agawam,MA,None,0
Shirley,NY,None,0
Burton,MI,None,0
Geneva,NY,None,0
Schererville,IN,None,0
Independence,KY,None,0
West Springfield,MA,None,0
Austintown,OH,None,0
Burlington,IA,None,0
Shamokin,PA,None,0
New Iberia,LA,None,0
Northampton,MA,None,0
Englewood,NJ,None,0
Vineyard,CA,None,0
Zionsville,IN,None,0
Short Pump,VA,None,0
Burbank,IL,None,0
Lumberton,NC,None,0
Perry Hall,MD,None,0
Aberdeen,SD,None,0
Benicia,CA,None,0
Oakleaf Plantation,FL,None,0
Jacksonville,AR,None,0
Winchester,NV,None,0
Rockledge,FL,None,0
Henderson,KY,None,0
Monterey,CA,None,0
Converse,TX,None,0
Granite City,IL,None,0
Yukon,OK,None,0
Sonora,CA,None,0
Melrose,MA,None,0
Mehlville,MO,None,0
Wisconsin Rapids,WI,None,0
Galt,CA,None,0
Hutto,TX,None,0
Bixby,OK,None,0
Hobart,IN,None,0
Drexel Hill,PA,None,0
Oakdale,MN,None,0
Sunbury,PA,None,0
Summerlin South,NV,None,0
New Smyrna Beach,FL,None,0
Tualatin,OR,None,0
Forest Hills,MI,None,0
Fridley,MN,None,0
East Chicago,IN,None,0
Kirkwood,MO,None,0
Sanger,CA,None,0
Morgan City,LA,None,0
Ramsey,MN,None,0
Ruston,LA,None,0
Jeffersontown,KY,None,0
Glen Ellyn,IL,None,0
Isla Vista,CA,None,0
Canon City,CO,None,0
Monticello,MN,None,0
Ashtabula,OH,None,0
Temescal Valley,CA,None,0
Bridgewater,MA,None,0
Mint Hill,NC,None,0
Mililani Town,HI,None,0
Statesville,NC,None,0
Gloversville,NY,None,0
Gladstone,MO,None,0
Deer Park,NY,None,0
Fremont,NE,None,0
Garfield Heights,OH,None,0
Imperial Beach,CA,None,0
Seneca,SC,None,0
Florence,AZ,None,0
Bayonet Point,FL,None,0
Lansing,IL,None,0
Millville,NJ,None,0
Monroeville,PA,None,0
St. Helens,OR,None,0
Bergenfield,NJ,None,0
Ladera Ranch,CA,None,0
Horn Lake,MS,None,0
Prior Lake,MN,None,0
Huntley,IL,None,0
Maple Valley,WA,None,0
Easton,PA,None,0
Oak Forest,IL,None,0
Glen Cove,NY,None,0
Indiana,PA,None,0
Shoreview,MN,None,0
Windsor,CA,None,0
Sterling,IL,None,0
Dodge City,KS,None,0
Colleyville,TX,None,0
Wilmette,IL,None,0
Plum,PA,None,0
Mount Pleasant,WI,None,0
McHenry,IL,None,0
Waterville,ME,None,0
Norfolk,NE,None,0
Shaker Heights,OH,None,0
Citrus Park,FL,None,0
Reisterstown,MD,None,0
Erie,CO,None,0
Brownsburg,IN,None,0
Chaska,MN,None,0
Ilchester,MD,None,0
Shelby,NC,None,0
Maywood,CA,None,0
Maryland Heights,MO,None,0
Magna,UT,None,0
Xenia,OH,None,0
Belmont,CA,None,0
Allen Park,MI,None,0
Mason City,IA,None,0
New Lenox,IL,None,0
Hanahan,SC,None,0
Kinston,NC,None,0
Searcy,AR,None,0
New London,CT,None,0
West Islip,NY,None,0
West Chicago,IL,None,0
Kiryas Joel,NY,None,0
Lemon Grove,CA,None,0
Lindenhurst,NY,None,0
McDonough,GA,None,0
West Linn,OR,None,0
Cortland,NY,None,0
Lemoore,CA,None,0
Alvin,TX,None,0
Waynesboro,PA,None,0
Marshalltown,IA,None,0
Lebanon,NH,None,0
West Whittier-Los Nietos,CA,None,0
Leisure City,FL,None,0
Thomasville,NC,None,0
Temple Terrace,FL,None,0
Lafayette,CA,None,0
University Park,FL,None,0
Norco,CA,None,0
Immokalee,FL,None,0
Vernon Hills,IL,None,0
Pearl,MS,None,0
Bethany,OR,None,0
Marquette,MI,None,0
Sedalia,MO,None,0
Bessemer,AL,None,0
Plainview,NY,None,0
Batavia,IL,None,0
Garden City,MI,None,0
Chanhassen,MN,None,0
Cabot,AR,None,0
Vicksburg,MS,None,0
Brawley,CA,None,0
Neenah,WI,None,0
Snoqualmie,WA,None,0
Troy,OH,None,0
Hercules,CA,None,0
